Data used in the analysis.  Please note that blank fields indicate that data were not provided in the original publication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,marine,,adult,,,,,enzymes: U/g tissue; metabolic rate = MR: umol/g/h; locomotion: BL/s,,,,,,acclimatization temps for terrestrial or large animals = mean body temperatures,,variation as s.e.,,,,,,,,,,,,,,,,,,,,,,
Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,Gasterosteus aculeatus,0.000692625,0.692625000,-0.159501837,ex situ,"Guderley et al 2001 PBZ 74, 66-81",f,w,j,":isle-Verte, Quebec, Canada",48,48,69.35,1,77,1.886490725,PFK,"muscle, axial",8,23,0.761,0.0761,10,2.1,0.423745206,10,0.61,0.123328829,10,0.8,0.167600716,10,1.967386825,1.033880205,0.033880205,-1.457420975,1.457420975,10,0.222,,STUDY CONFOUNDS TEMP AND WEIGHT,,"Guderley et al 2001 PBZ 74, 66-77",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio,Cyprinus carpio,0.735000000,735.000000000,2.866287339,ex situ,"Crockford, T. and I. A. Johnston (1990). ""TEMPERATURE-ACCLIMATION AND THE EXPRESSION OF CONTRACTILE PROTEIN ISOFORMS IN THE SKELETAL-MUSCLES OF THE COMMON CARP (CYPRINUS-CARPIO L)."" Journal of Comparative Physiology B-Biochemical Systemic and Environmental Physiology 160(1): 23-30.",f,c,j,"Wageningen, Netherlands",51.95,51.95,5.65,1,35,1.544068044,NA-K-ATPase,gill,15,29,2.6,0.3,8,8,0.6,8,1.75,0.15,8,3.7,0.4,8,2.231797271,1.286615681,0.286615681,-0.54118744,0.54118744,8,0.433,,umol Pi/h.mg protein,,"Metz et al 2003 JEB 206, 2273-2280",Complete
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,Onchorhynchus mykiss,0.072500000,72.500000000,1.860338007,ex situ,"Aho and Vornanen 2001 J Comp Physiol B 171, 173-179",f,c,a,"Joensuu, Finland",62.6,62.6,29.75,1,28,1.447158031,myofibrillar ATPase,ventricle,4,17,0.047,0.012,6,0.162,0.029,6,0.045,0.007,6,0.234,0.02,6,2.590584799,3.437515103,2.437515103,0.38712545,-0.38712545,6,0.020,,in umol/mg protein x min,,"Aho and Vornanen 1999 JEB 202, 2663-2678",Complete
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,Onchorhynchus mykiss,0.072500000,72.500000000,1.860338007,ex situ,"Aho and Vornanen 2001 J Comp Physiol B 171, 173-179",f,c,a,"Joensuu, Finland",62.6,62.6,29.75,1,28,1.447158031,myofibrillar ATPase,atrium,4,17,0.083,0.014,6,0.516,0.021,6,0.032,0.003,6,0.39,0.045,6,4.077929369,3.287855359,2.287855359,0.359618349,-0.359618349,6,0.027,,in umol/mg protein x min,,"Aho and Vornanen 1999 JEB 202, 2663-2677",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,auratus,Carassius auratus,0.001000000,1.000000000,0.000000000,ex situ,http://www.jstor.org/stable/pdf/1540.pdf?_=1464889653980,f,c,a,"Ontario,CA, USA",34,34,,1,30,1.477121255,Myofib ATPase,,10,35,0.3,0.04,8,0.68,0.1,8,0.06,0.01,8,0.57,0.06,8,1.387251053,1.292710988,0.292710988,-0.532079806,0.532079806,8,0.067,,umolP/mg/min,,"Johnson, T. P. and A. F. Bennett (1995). ""THE THERMAL-ACCLIMATION OF BURST ESCAPE PERFORMANCE IN FISH - AN INTEGRATED STUDY OF MOLECULAR AND CELLULAR PHYSIOLOGY AND ORGANISMAL PERFORMANCE."" Journal of Experimental Biology 198(10): 2165-2175.",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinodontidae,Fundulus,heteroclitus,Fundulus heteroclitus,0.001000000,1.000000000,0.000000000,ex situ,http://www.jstor.org/stable/pdf/1540.pdf?_=1464889653980,m,c,a,"Woods Hole, MA USA",41.5,41.5,,1,30,1.477121255,Myofib ATPase,,10,35,0.31,0.02,8,0.7,0.05,8,0.23,0.03,8,0.56,0.04,8,1.385142767,1.26686557,0.26686557,-0.572083105,0.572083105,8,0.037,,umolP/mg/min,,"Johnson, T. P. and A. F. Bennett (1995). ""THE THERMAL-ACCLIMATION OF BURST ESCAPE PERFORMANCE IN FISH - AN INTEGRATED STUDY OF MOLECULAR AND CELLULAR PHYSIOLOGY AND ORGANISMAL PERFORMANCE."" Journal of Experimental Biology 198(10): 2165-2175.",Complete
Chordata,Reptilia,Crocodylia,Crocodilidae,Crocodylus,porosus,Crocodylus porosus,0.723000000,723.000000000,2.859138297,ex situ,"Seebacher and James 2008 Am J Physiol 294, R1024-R1032",f,c,j,"Darwin, Australia",12.45,12.45,130.85,1,30,1.477121255,MyoATPase,"muscle, caudofemoralis",20,30,0.3,0.08,8,0.5,0.02,8,0.26,0.05,8,0.75,0.1,8,1.666666667,2.5,1.5,0.176380692,-0.176380692,8,0.067,,,,"Seebacher and James 2008 Am J Physiol 294, R1024-R1034",Complete
Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,Pagothenia borchgrevincki,0.090000000,90.000000000,1.954242509,in situ,"Franklin et al 2007 JEB 210, 3068-3075",m,w,a,"Scott Base, Antarctica",77.85,77.85,166.75,1,42,1.62324929,MyoATPase,"muscle, pectoral",-1,4,3.17,1.03,10,4.48,1.14,10,1.83,0.57,10,4.03,0.87,10,1.997273333,1.616186846,0.616186846,-0.209583338,0.209583338,10,1.013,,,,"Seebacher et al. 2005 Biol Lett 1, 151-155",Complete
Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus ,scorpius ,Myoxocephalus  scorpius ,0.400000000,400.000000000,2.602059991,ex situ,http://jeb.biologists.org/content/jexbio/201/7/913.full.pdf,m,w,a,"St Andrews, Scotland",56.3404,56.3404,-2.7955,1,50,1.698970004,Muscle Wmax,W kg-1,5,15,121.1,33.3,8,33.62,8.48,5,55.3,20,5,206.3,17.5,5,0.2776218,1.703550784,0.703550784,-0.152087697,0.152087697,6,19.760,,W kg-1,,"Beddow, T. A. and I. A. Johnston (1995). ""PLASTICITY OF MUSCLE CONTRACTILE PROPERTIES FOLLOWING TEMPERATURE-ACCLIMATION IN THE MARINE FISH MYOXOCEPHALUS-SCORPIUS."" Journal of Experimental Biology 198(1): 193-201.",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,promelas,Pimephales promelas,0.004025000,4.025000000,0.604765885,ex situ,"Tatakis, T. A. and R. G. Hart (1985). ""THERMAL-ACCLIMATION IN SELECTED TISSUES OF THE FATHEAD MINNOW, PIMEPHALES-PROMELAS RAFINESQUE."" Journal of Fish Biology 26(4): 465-473.",f,c,a,Pennsylvania,41,41,-77.5,1,14,1.146128036,Muscle MR,muscle,15,23,0.228,0.012,20,0.309,0.015,20,0.195,0.013,20,0.282,0.02,20,1.462276635,1.304346048,0.304346048,-0.515207697,0.515207697,20,0.016,,ul/mg/h,,"Tatakis, T. A. and R. G. Hart (1985). ""THERMAL-ACCLIMATION IN SELECTED TISSUES OF THE FATHEAD MINNOW, PIMEPHALES-PROMELAS RAFINESQUE."" Journal of Fish Biology 26(4): 465-473.",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,promelas,Pimephales promelas,0.004025000,4.025000000,0.604765885,ex situ,"Tatakis, T. A. and R. G. Hart (1985). ""THERMAL-ACCLIMATION IN SELECTED TISSUES OF THE FATHEAD MINNOW, PIMEPHALES-PROMELAS RAFINESQUE."" Journal of Fish Biology 26(4): 465-473.",f,c,a,Pennsylvania,41,41,-77.5,1,14,1.146128036,Muscle MR,muscle,7,23,0.158,0.013,17,0.305,0.045,20,0.204,0.03,20,0.282,0.02,20,1.508435415,1.436299513,0.436299513,-0.359221006,0.359221006,19,0.026,,ul/mg/h,,"Tatakis, T. A. and R. G. Hart (1985). ""THERMAL-ACCLIMATION IN SELECTED TISSUES OF THE FATHEAD MINNOW, PIMEPHALES-PROMELAS RAFINESQUE."" Journal of Fish Biology 26(4): 465-473.",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pimephales,promelas,Pimephales promelas,0.004025000,4.025000000,0.604765885,ex situ,"Tatakis, T. A. and R. G. Hart (1985). ""THERMAL-ACCLIMATION IN SELECTED TISSUES OF THE FATHEAD MINNOW, PIMEPHALES-PROMELAS RAFINESQUE."" Journal of Fish Biology 26(4): 465-473.",f,c,a,Pennsylvania,41,41,-77.5,1,14,1.146128036,Muscle MR,muscle,7,15,0.158,0.013,17,0.239,0.012,20,0.183,0.018,20,0.228,0.012,20,1.677552102,1.58160198,0.58160198,-0.234628044,0.234628044,19,0.012,,ul/mg/h,,"Tatakis, T. A. and R. G. Hart (1985). ""THERMAL-ACCLIMATION IN SELECTED TISSUES OF THE FATHEAD MINNOW, PIMEPHALES-PROMELAS RAFINESQUE."" Journal of Fish Biology 26(4): 465-473.",Complete
Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus ,scorpius ,Myoxocephalus  scorpius ,0.400000000,400.000000000,2.602059991,ex situ,http://jeb.biologists.org/content/jexbio/201/7/913.full.pdf,m,w,a,"St Andrews, Scotland",56.3404,56.3404,-2.7955,2,50,1.698970004,Muscle force - twitch,kNm-2,5,15,82.8,10.5,12,24.1,4.3,12,114.5,9.2,7,128.6,21.2,8,0.291062802,1.553140097,0.553140097,-0.256380424,0.256380424,10.66666667,12.000,,kNm-2,,"Beddow, T. A. and I. A. Johnston (1995). ""PLASTICITY OF MUSCLE CONTRACTILE PROPERTIES FOLLOWING TEMPERATURE-ACCLIMATION IN THE MARINE FISH MYOXOCEPHALUS-SCORPIUS."" Journal of Experimental Biology 198(1): 193-201.",Complete
Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus ,scorpius ,Myoxocephalus  scorpius ,0.400000000,400.000000000,2.602059991,ex situ,http://jeb.biologists.org/content/jexbio/201/7/913.full.pdf,m,w,a,"St Andrews, Scotland",56.3404,56.3404,-2.7955,1,50,1.698970004,Muscle force - twitch,kNm-2,5,15,72.3,13,12,26.2,10,11,80.6,11.2,11,127.4,19,9,0.362378976,1.762102351,0.762102351,-0.117417208,0.117417208,10.66666667,14.000,,,,"Beddow, T. A. and I. A. Johnston (1995). ""PLASTICITY OF MUSCLE CONTRACTILE PROPERTIES FOLLOWING TEMPERATURE-ACCLIMATION IN THE MARINE FISH MYOXOCEPHALUS-SCORPIUS."" Journal of Experimental Biology 198(1): 193-201.",Complete
Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus ,scorpius ,Myoxocephalus  scorpius ,0.400000000,400.000000000,2.602059991,ex situ,http://jeb.biologists.org/content/jexbio/201/7/913.full.pdf,m,w,a,"St Andrews, Scotland",56.3404,56.3404,-2.7955,1,50,1.698970004,Muscle force - tetani,kNm-2,5,15,139.4,14.5,11,78.3,15.8,10,124.9,20.4,10,282,2.6,8,0.56169297,2.022955524,1.022955524,0.010281093,-0.010281093,9.666666667,10.967,,,,"Beddow, T. A. and I. A. Johnston (1995). ""PLASTICITY OF MUSCLE CONTRACTILE PROPERTIES FOLLOWING TEMPERATURE-ACCLIMATION IN THE MARINE FISH MYOXOCEPHALUS-SCORPIUS."" Journal of Experimental Biology 198(1): 193-201.",Complete
Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Myoxocephalus ,scorpius ,Myoxocephalus  scorpius ,0.400000000,400.000000000,2.602059991,ex situ,http://jeb.biologists.org/content/jexbio/201/7/913.full.pdf,m,w,a,"St Andrews, Scotland",56.3404,56.3404,-2.7955,2,50,1.698970004,Muscle force - tetani,kNm-2,5,15,161.7,14.2,12,74.2,12.5,9,179.4,18.6,6,266.7,1,7,0.458874459,1.649350649,0.649350649,-0.186852422,0.186852422,9.333333333,9.233,,kNm-2,,"Beddow, T. A. and I. A. Johnston (1995). ""PLASTICITY OF MUSCLE CONTRACTILE PROPERTIES FOLLOWING TEMPERATURE-ACCLIMATION IN THE MARINE FISH MYOXOCEPHALUS-SCORPIUS."" Journal of Experimental Biology 198(1): 193-201.",Complete
Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystoma tigrinum,0.065500000,65.500000000,1.816241300,in situ,"Burggren, W. W. and S. C. Wood (1981). ""RESPIRATION AND ACID-BASE-BALANCE IN THE SALAMANDER, AMBYSTOMA-TIGRINUM - INFLUENCE OF TEMPERATURE-ACCLIMATION AND METAMORPHOSIS."" Journal of Comparative Physiology 144(2): 241-246.",t,w,j,Arizona,34,34,-112,1,21,1.322219295,MR ,max,6,25,14,2,8,107,10,8,24,4,11,137,16,11,2.916563545,3.321731235,2.321731235,0.36599896,-0.36599896,9,9.333,,ul STPD/g/h,,"Burggren, W. W. and S. C. Wood (1981). ""RESPIRATION AND ACID-BASE-BALANCE IN THE SALAMANDER, AMBYSTOMA-TIGRINUM - INFLUENCE OF TEMPERATURE-ACCLIMATION AND METAMORPHOSIS."" Journal of Comparative Physiology 144(2): 241-246.",Complete
Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystoma tigrinum,0.022000000,22.000000000,1.342422681,in situ,"Burggren, W. W. and S. C. Wood (1981). ""RESPIRATION AND ACID-BASE-BALANCE IN THE SALAMANDER, AMBYSTOMA-TIGRINUM - INFLUENCE OF TEMPERATURE-ACCLIMATION AND METAMORPHOSIS."" Journal of Comparative Physiology 144(2): 241-246.",t,w,a,Arizona,34,34,-112,1,21,1.322219295,MR ,max,6,25,27,5,5,172,6,5,25,3,7,236,20,7,2.649992043,3.130053096,2.130053096,0.32859427,-0.32859427,5.666666667,10.333,,ul STPD/g/h,,"Burggren, W. W. and S. C. Wood (1981). ""RESPIRATION AND ACID-BASE-BALANCE IN THE SALAMANDER, AMBYSTOMA-TIGRINUM - INFLUENCE OF TEMPERATURE-ACCLIMATION AND METAMORPHOSIS."" Journal of Comparative Physiology 144(2): 241-246.",Complete
Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Ambystoma tigrinum,0.022000000,22.000000000,1.342422681,in situ,"Burggren, W. W. and S. C. Wood (1981). ""RESPIRATION AND ACID-BASE-BALANCE IN THE SALAMANDER, AMBYSTOMA-TIGRINUM - INFLUENCE OF TEMPERATURE-ACCLIMATION AND METAMORPHOSIS."" Journal of Comparative Physiology 144(2): 241-246.",t,w,a,Arizona,34,34,-112,1,21,1.322219295,MR ,rest,6,25,12,5,5,63,10,5,17,2,7,86,7,7,2.393487768,2.819466573,1.819466573,0.260182709,-0.260182709,5.666666667,7.333,,ul STPD/g/h,,"Burggren, W. W. and S. C. Wood (1981). ""RESPIRATION AND ACID-BASE-BALANCE IN THE SALAMANDER, AMBYSTOMA-TIGRINUM - INFLUENCE OF TEMPERATURE-ACCLIMATION AND METAMORPHOSIS."" Journal of Comparative Physiology 144(2): 241-246.",Complete
Chordata,Reptilia ,Testudines,Testudinidae,Geochelone,carbonaria,Geochelone carbonaria,5.100000000,5100.000000000,3.707570176,in situ,http://www.jstor.org/stable/3892519?seq=1#page_scan_tab_contents,t,c,a,San Paulo,5.14,5.14,-60.76,1,15,1.176091259,MR,rest,15,30,0.75,0.05,13,1.1,0.15,13,1.8,0.2,17,2.4,0.15,19,1.290885179,2.171534093,1.171534093,0.069125479,-0.069125479,15,0.117,,ml/min,,"Santospinto, F. N., et al. (1985). ""THE INFLUENCE OF TEMPERATURE-ACCLIMATION ON O-2-CONSUMPTION IN THE TURTLE GEOCHELONE-CARBONARIA."" Comparative Biochemistry and Physiology a-Physiology 82(4): 859-861.",Complete
Chordata,Reptilia ,Testudines,Testudinidae,Geochelone,carbonaria,Geochelone carbonaria,5.100000000,5100.000000000,3.707570176,in situ,http://www.jstor.org/stable/3892519?seq=1#page_scan_tab_contents,t,c,a,San Paulo,5.14,5.14,-60.76,1,15,1.176091259,MR,rest,20,30,1.3,0.18,22,1.25,0.2,22,2.3,0.2,17,2.4,0.15,19,0.961538462,1.846153846,0.846153846,-0.072037713,0.072037713,21,0.177,,ml/min,,"Santospinto, F. N., et al. (1985). ""THE INFLUENCE OF TEMPERATURE-ACCLIMATION ON O-2-CONSUMPTION IN THE TURTLE GEOCHELONE-CARBONARIA."" Comparative Biochemistry and Physiology a-Physiology 82(4): 859-861.",Complete
Chordata,Reptilia ,Testudines,Testudinidae,Geochelone,carbonaria,Geochelone carbonaria,5.100000000,5100.000000000,3.707570176,in situ,http://www.jstor.org/stable/3892519?seq=1#page_scan_tab_contents,t,c,a,San Paulo,5.14,5.14,-60.76,1,15,1.176091259,MR,rest,15,20,0.75,0.05,13,0.76,0.07,13,1.2,0.15,20,1.3,0.18,22,1.026844444,3.004444444,2.004444444,0.302210635,-0.302210635,16,0.100,,ml/min,,"Santospinto, F. N., et al. (1985). ""THE INFLUENCE OF TEMPERATURE-ACCLIMATION ON O-2-CONSUMPTION IN THE TURTLE GEOCHELONE-CARBONARIA."" Comparative Biochemistry and Physiology a-Physiology 82(4): 859-861.",Complete
Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,Gadus morhua,0.910000000,910.000000000,2.959041392,in situ,"Lurman et al 2009 J Comp Physiol B 179, 623-633",m,w,a,"Helgoland, Germany",54.15,54.15,7.9,1,365,2.562292864,MR,rest,4,10,1.5943875,0.312625,6,3.2200375,0.312625,6,0.9066125,0.187575,6,1.87575,0.3438875,6,3.2268473,1.311097906,0.311097906,-0.505709145,0.505709145,6,0.323,,confound temp. and body mass,,"Lurman et al 2009 J Comp Physiol B 179, 623-633",Complete
Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,Gadus morhua,0.910000000,910.000000000,2.959041392,in situ,"Lurman et al 2009 J Comp Physiol B 179, 623-633",m,w,a,"Tromso, Norway",69.65,69.65,18.9,1,365,2.562292864,MR,rest,4,10,1.1567125,0.1563125,6,2.5322625,0.2188375,6,1.1567125,0.1563125,6,2.0008,0.2813625,6,3.690955632,2.492472736,1.492472736,0.174197299,-0.174197299,6,0.219,,confound temp. and body mass,,"Lurman et al 2009 J Comp Physiol B 179, 623-636",Complete
Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,Gadus morhua,0.910000000,910.000000000,2.959041392,in situ,"Lurman et al 2009 J Comp Physiol B 179, 623-633",m,w,a,"Tromso, Norway",69.65,69.65,18.9,1,365,2.562292864,MR,max,4,10,5.002,0.312625,6,7.4092125,1.0941875,6,7.190375,0.312625,6,8.5971875,0.562725,6,1.924777821,2.466159636,1.466159636,0.16647737,-0.16647737,6,0.657,,confound temp. and body mass,,"Lurman et al 2009 J Comp Physiol B 179, 623-637",Complete
Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,Gadus morhua,0.910000000,910.000000000,2.959041392,in situ,"Lurman et al 2009 J Comp Physiol B 179, 623-633",m,w,a,"Helgoland, Germany",54.15,54.15,7.9,1,365,2.562292864,MR,max,4,10,6.2525,0.687775,6,7.5967875,0.7815625,6,5.314625,0.687775,6,8.12825,0.7815625,6,1.383440429,1.548479953,0.548479953,-0.260048148,0.260048148,6,0.750,,confound temp. and body mass,,"Lurman et al 2009 J Comp Physiol B 179, 623-634",Complete
Chordata,Amphibia,Anura,Ranidae,Rana,catesbeiana,Rana catesbeiana,0.621000000,621.000000000,2.793091600,in situ,"Weathers, W. W. (1976). ""INFLUENCE OF TEMPERATURE-ACCLIMATION ON OXYGEN-CONSUMPTION, HEMODYNAMICS AND OXYGEN-TRANSPORT IN BULLFROGS."" Australian Journal of Zoology 24(3): 321-330.",f,w,a,"Rayne, Louisana",30.2375,30.2375,-92.268,1,14,1.146128036,MR,rest,5,20,15.5,1.2,8,38,2.6,8,19.7,1.4,7,53.3,2.1,7,1.818170466,2.278227067,1.278227067,0.10694764,-0.10694764,7.666666667,1.967,,ul/g/h,,"Weathers, W. W. (1976). ""INFLUENCE OF TEMPERATURE-ACCLIMATION ON OXYGEN-CONSUMPTION, HEMODYNAMICS AND OXYGEN-TRANSPORT IN BULLFROGS."" Australian Journal of Zoology 24(3): 321-330.",Complete
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ctenopharyngodon,idellus,Ctenopharyngodon idellus,0.265000000,265.000000000,2.423245874,in situ,"Zhao et al 2011 Aquaculture 322-323, 128-133",f,c,a,"Shandong, China",36.4,36.4,118.4,1,42,1.62324929,MR,rest,10,30,1.0941875,0.2501,12,6.87775,0.4689375,12,0.687775,0.0937875,12,4.9707375,0.37515,12,2.507132682,2.131397932,1.131397932,0.053999067,-0.053999067,12,0.365,,,,"Zhao et al 2011 Aquaculture 322-323, 128-133",Complete
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Oncorhynchus mykiss,0.175000000,175.000000000,2.243038049,in situ,"Evans, D. O. (1990). ""METABOLIC THERMAL COMPENSATION BY RAINBOW-TROUT - EFFECTS ON STANDARD METABOLIC-RATE AND POTENTIAL USABLE POWER."" Transactions of the American Fisheries Society 119(4): 585-600.",f,w,a,"Ontario, Canada",50.7,50.7,-86.05,1,14,1.146128036,MR,standard,10,20,12.1,0.5,5,39.2,0.4,6,8.9,0.15,4,18.4,0.6,5,3.239669421,1.520661157,0.520661157,-0.2826115,0.2826115,5.333333333,0.500,,,,"Evans, D. O. (1990). ""METABOLIC THERMAL COMPENSATION BY RAINBOW-TROUT - EFFECTS ON STANDARD METABOLIC-RATE AND POTENTIAL USABLE POWER."" Transactions of the American Fisheries Society 119(4): 585-600.",Complete
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Oncorhynchus mykiss,0.175000000,175.000000000,2.243038049,in situ,"Evans, D. O. (1990). ""METABOLIC THERMAL COMPENSATION BY RAINBOW-TROUT - EFFECTS ON STANDARD METABOLIC-RATE AND POTENTIAL USABLE POWER."" Transactions of the American Fisheries Society 119(4): 585-600.",f,w,a,"Ontario, Canada",50.7,50.7,-86.05,1,14,1.146128036,MR,routine,10,20,19.3,4,5,46,2.3,6,10.7,1.5,4,35.7,5,5,2.383419689,1.849740933,0.849740933,-0.070202671,0.070202671,5.333333333,3.767,,mg/h per 200 g fish,,"Evans, D. O. (1990). ""METABOLIC THERMAL COMPENSATION BY RAINBOW-TROUT - EFFECTS ON STANDARD METABOLIC-RATE AND POTENTIAL USABLE POWER."" Transactions of the American Fisheries Society 119(4): 585-600.",Complete
Chordata,Actinopterygii,,Prochilodontidae,Prochilodus,scrofa,Prochilodus scrofa,0.134500000,134.500000000,2.128722284,in situ,"Barrionuevo and Fernandes 1998 J. Appl. Ichthyol. 14, 37-41",f,w,a,"Pirassununga, Brazil",22,22,47.4,1,28,1.447158031,MR,rest,15,25,1.7194375,0.37515,10,5.939875,0.7815625,10,0.62525,0.2501,10,3.438875,0.2501,10,3.454545455,2,1,0.000434077,-0.000434077,10,0.469,,,,"Barrionuevo and Fernandes 1998 J. Appl. Ichthyol. 14, 37-41",Complete
Chordata,Actinopterygii,,Prochilodontidae,Prochilodus,scrofa,Prochilodus scrofa,0.134500000,134.500000000,2.128722284,in situ,"Barrionuevo and Fernandes 1998 J. Appl. Ichthyol. 14, 37-41",f,w,a,"Pirassununga, Brazil",22,22,47.4,1,28,1.447158031,MR,rest,25,35,3.438875,0.312625,10,14.38075,2.501,10,2.3446875,0.37515,10,8.7535,1.563125,10,4.181818182,2.545454545,1.545454545,0.189337159,-0.189337159,10,1.459,,,,"Barrionuevo and Fernandes 1998 J. Appl. Ichthyol. 14, 37-42",Complete
Chordata,Amphibia,Anura,Bufonidae,Bufo,marinus,Bufo marinus,0.101000000,101.000000000,2.004321374,in situ,"Feder, M. E. (1982). ""ENVIRONMENTAL VARIABILITY AND THERMAL-ACCLIMATION OF METABOLISM IN TROPICAL ANURANS."" Journal of Thermal Biology 7(1): 23-28.",t,w??,a,"Dumaguete, Phillipines",9.316667,9.316667,123.3,1,8,0.903089987,MR,rest,20,30,0.07,0.01,6,0.235,0.05,6,0.08,0.015,6,0.14,0.05,6,3.357142857,2,1,0.000434077,-0.000434077,6,0.037,,ml/g-0.8/h,sealevel,"Feder, M. E. (1982). ""ENVIRONMENTAL VARIABILITY AND THERMAL-ACCLIMATION OF METABOLISM IN TROPICAL ANURANS."" Journal of Thermal Biology 7(1): 23-28.",Complete
Chordata,Reptilia,Testudines,Emydidae,Trachemys,scripta,Trachemys scripta,0.100000000,100.000000000,2.000000000,in situ,"Ligon et al. 2012 J Exp Zool 317, 227-235.",f,w,j,"Sequoyah National Wilfile Refuge, OH, USA",35.45,35.45,95,1,186,2.269512944,MR,rest,25,30,2.538948792,0.675544468,11,3.424947681,0.667811574,11,0.978522318,0.394067606,14,1.481053462,0.398630694,14,1.819700859,0.340277778,0.659722222,-0.179981086,0.179981086,12,0.581,,Confounded temp with body mass,,"Ligon et al. 2012 J Exp Zool 317, 227-235.",Complete
Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,Pagothenia borchgrevincki,0.093300000,93.300000000,1.969881644,in situ,"Robinson and Davidson 2008 J Fish Biol 73, 1676-1689",m,w,a,"Scott Base, Antarctica",77.85,77.85,166.75,1,28,1.447158031,MR,max,-1,4,98.4,5,8,87,10,8,69,8,8,98.4,9.1,8,0.781714753,1,0,-3,3,8,8.033,,,,"Robinson and Davidson 2008 Polar Biol 31, 317-327",Complete
Chordata,Actinopterygii,Siluriformes,Siluridae,Silurus,meridionalis,Silurus meridionalis,0.084700000,84.700000000,1.927883410,in situ,"Yan and Xie 2011 Current Zool. 57, 109-115",f,c,j,"Chongqing, China",29.55,29.55,106.55,1,14,1.146128036,MR,rest,12.5,27.5,24.86,3.02,8,84.1,3.96,8,22.89,2.91,8,75.13,3.08,8,2.2535295,2.090297862,1.090297862,0.037943304,-0.037943304,8,3.353,,,,"Yan and Xie 2011 Current Zool. 57, 109-115",Complete
Chordata,Actinopterygii,Perciformes,Zoarcidae,Zoarces,viviparous,Zoarces viviparous,0.084000000,84.000000000,1.924279286,in situ,"VanDijk et al 1999 JEB 202, 3611-3621",m,w,a,"Helgoland, Germany",54.15,54.15,7.9,1,56,1.748188027,MR,rest,3,12,0.166666667,0.033333333,5,0.433333333,0.133333333,5,0.05,0.025,5,0.25,0.15,5,2.891222385,1.569122878,0.569122878,-0.244031531,0.244031531,5,0.106,,,,"VanDijk et al 1999 JEB 202, 3611-3621",Complete
